fecha,u[m/s]         ,Ts[degC]       ,a[g/m3]        ,p_ref[hPa]     ,Var[u]         ,Var[Ts]        ,Var[a]         ,dir[deg]       ,ustar[m/s]     ,HTs[W/m2]      ,LvE[W/m2]      ,z/L            ,z/L-virt       ,Flag(ustar)    ,Flag(HTs)      ,Flag(LvE)      , r_err_ustar[%],   r_err_HTs[%],   r_err_LvE[%],T_min,T_max
2018-06-06,2.6025670593749997,7.2688118062500005,12.93333869277108,1009.9857699374993,0.6053198906249999,0.06882792604166665,3.45929706626506,64.45773847708332,0.27349623229166664,8.15058924842105,25.314948008536575,0.06993328124999999,0.06749480208333329,1.0,2.2291666666666665,3.5833333333333335,5.034059351041667,11.721529728421046,53.415986274390235,1.5712867000000015,13.430844299999992
2018-06-07,4.543631567708332,8.030691185416666,8.601910582499993,1009.9481780312499,1.6830492822916658,0.04971398020833334,18.97333779102563,204.9964530677083,0.5017650687499998,-22.479059431249993,147.5537006307692,0.00953770520833333,0.007916069791666662,1.0208333333333333,3.5625,3.46875,4.062863560416667,12.295572783333332,27.628811141025647,3.777529,10.076956699999988
2018-06-08,3.6576456374999986,7.055737484374997,6.926997060215052,1010.3618730937505,1.16870090625,0.06086075833333332,0.04758168709677414,52.435247740625016,0.3824455937499999,-2.995951742708332,33.75195117311828,0.02328790729166666,0.02218050416666666,1.0,2.0208333333333335,2.0729166666666665,4.165390136458332,11.191451786458332,19.148834576344083,1.4985604000000015,13.347938500000032
2018-06-09,1.5333753937499988,6.97616530625,5.176327971604934,1011.3927263124998,0.22034597499999994,0.09969382207792209,0.061384552631578916,87.20203091184203,0.1695012499999999,8.01142972266667,22.70481420405403,8.844963726250002,8.839095668750002,2.9375,3.6354166666666665,4.364583333333333,6.130973940789471,18.254360109333327,39.48644454729729,2.7706161000000047,13.31826020000001
2018-06-10,1.3592187446808501,11.82005934255319,6.335683747674415,1007.0772648229166,0.17053789361702126,0.033367657446808495,2.3024038529411768,197.5301515574468,0.13799179148936155,-2.93942850645161,11.887857024999994,0.14079612978723388,0.1301790234042553,1.4375,2.4791666666666665,4.34375,6.904463607446811,25.06836070430107,66.68445776904757,9.028708499999995,14.932645800000026
2018-06-11,4.192903341666666,11.754897539583332,9.516711682291666,1009.0413284270835,1.471762873958333,0.020232969791666663,0.04461188958333334,281.3946091364583,0.46690363124999995,-22.20549053541666,18.009584270833326,0.01428447916666667,0.014213638541666672,1.0,2.5520833333333335,2.0833333333333335,4.456783615624999,8.73443470625,43.294653480208304,10.505152699999917,12.67103580000002
2018-06-12,5.988223001041664,12.614105391666664,8.671153794318181,1010.3031502187505,17.219359327083325,16.952180773958336,19.00226516704545,272.35008685,2.024967667708333,6738.9761641697905,413.2023034784093,-0.000851757291666666,-0.0008823708333333333,1.0,3.78125,3.7916666666666665,5.127914293749999,10.468173408333334,87.51969194090908,8.869290399999986,21.997303000000045
2018-06-13,4.191587733749999,7.317962750000001,8.041304382500002,1017.5713139062501,1.5670950025,0.05511952874999998,1.7305512949999986,257.64198826499995,0.4112519224999998,-20.68298586374998,52.88420978874998,0.08003376624999996,0.07768501374999999,2.3854166666666665,3.4270833333333335,3.1354166666666665,4.237694116250001,9.995607139999999,21.239917548749972,2.4733185999999994,10.110150299999988
2018-06-14,2.1058048782051286,5.65460677051282,6.334440868918918,1024.2476495416663,0.41365710512820486,0.10351144999999992,23.24764687432433,230.164270901282,0.21366225512820508,9.674133371794879,-37.45570872054799,0.12136531282051277,0.12164127179487175,2.7916666666666665,3.53125,4.71875,5.979066310256408,17.049520660256402,55.719685975342465,2.625989400000003,9.797515900000006
2018-06-15,1.5707313362637365,4.6807490846153845,5.8202012952380935,1030.7250468124998,0.20535065934065924,0.14666079670329674,0.128662363095238,243.89606362967035,0.1411260252747253,14.646065639325828,27.69853022738094,0.32974960989010965,0.3105965098901097,2.1979166666666665,3.1770833333333335,3.8541666666666665,8.114186980219777,19.64813410898876,49.50496820238093,0.5920600000000015,10.424295400000004
2018-06-16,2.9314643666666664,4.066121268749998,9.909403243283581,1029.1288541458327,0.7998546614583333,0.06152390625,6.529482895522386,82.41944595104167,0.2913724885416666,2.95465672631579,28.83989111194028,0.35704186979166724,0.43800334062499985,1.5208333333333333,3.2395833333333335,4.375,5.571361076041668,10.747789115789475,59.83498828358206,-1.3854836999999984,10.111998599999994
2018-06-17,5.227995719791665,7.321201681250002,8.44268181875,1023.4450957604167,1.9706490302083326,0.06717433645833333,0.021702269791666663,66.49526241874996,0.5386718072916664,-12.383815230208333,29.32960071874999,0.007851031250000001,0.007468119791666662,1.0,2.9166666666666665,1.3645833333333333,3.8736011135416675,8.575350727083329,15.199886380208335,3.4663626999999955,12.25980000000002
2018-06-18,4.031577641666666,8.455387407291662,9.059364716666662,1021.035052041667,1.2092768062499997,0.07547557916666665,0.014869840624999997,69.66076552708334,0.419494953125,-8.759883418750007,20.290846230208334,0.017185540624999992,0.016596159374999992,1.0,2.3125,2.0416666666666665,4.302650944791667,9.235888315625001,26.082422892708312,3.7677054000000063,14.903748499999972
2018-06-19,3.470298232291667,9.419335633333331,9.343963049999997,1015.3044675833331,0.9568759010416666,0.06482406874999999,0.021570059375000002,66.86007424166664,0.3568146072916667,-7.36680106770833,16.222691466666664,0.04956290833333332,0.04791625208333331,1.0,1.6458333333333333,2.3125,4.492511626041664,10.000078047916661,31.34739503958333,5.402605100000005,16.02884100000004
2018-06-20,1.6796005562499998,8.737379830208331,11.633177058490562,1014.9270948229167,0.23021365729166654,0.125278609375,13.4564067245283,174.39912222395836,0.15914749270833323,14.957829482954548,38.81915453018867,0.22860877083333334,0.18402948645833364,1.8541666666666667,3.7395833333333335,5.75,7.443224592708333,13.770653120454542,37.434312328301864,3.6573157000000065,14.975282699999985
2018-06-21,4.742212751041666,7.976562578125002,7.546252620454544,1011.0560163125,2.108883679166666,0.0807051645833333,0.5230021206896548,216.7545595458333,0.5127552364583333,-26.664286212499974,70.5849451988636,0.026477402083333313,0.025294622916666672,1.0208333333333333,2.875,2.0416666666666665,4.1152742291666655,9.450404097916664,14.319186695454544,2.360791400000003,12.38093089999999
2018-06-22,4.095327272916667,6.804675338541663,7.767978164583333,1011.0398000312499,1.4185746041666665,0.07793023645833334,0.014806757291666665,56.89356465624999,0.4308313885416666,-12.158319931578935,33.945320766315774,0.02856177812499999,0.027524418750000012,1.0,2.1875,1.8541666666666667,4.107518927083333,11.243637880000001,22.31455802315788,-0.03620670000000004,14.367786400000028
2018-06-23,4.4657673739583315,5.3510142374999985,7.695737975824175,1012.0317708020829,1.9021623322916665,0.09001478437499999,10.277575075824174,167.44738485520833,0.4681275708333332,-5.118094862500002,-28.236862576923084,0.03250926979166667,0.03256951145833334,1.0208333333333333,2.8229166666666665,3.4270833333333335,4.136221477083331,19.961008142708327,48.339069498901075,1.9280474999999984,10.677199399999978
2018-06-24,3.492122091666664,2.9334177020833336,5.897930580898875,1019.1791547395834,0.9140504562499995,0.12285760208333336,0.037500404494382,44.025453273958334,0.36747183541666656,-8.551172923157898,40.02186689775279,0.031053962499999994,0.028685787499999893,1.0625,2.1145833333333335,2.28125,4.840700683333335,11.611397397894732,22.168322551685385,-1.6535807000000007,9.013626100000009
2018-06-25,3.4973406979166666,3.0001046666666658,6.3021223395833355,1011.7468459166662,1.0848973833333335,0.2929761864583333,0.017395342708333334,56.854813813541654,0.36807169375,29.984664860416675,23.69599180947369,0.10460869062500001,0.09975532604166666,1.0729166666666667,2.2708333333333335,2.1458333333333335,4.615248962500001,10.113537384375002,25.28223895999999,-2.060995600000003,11.510547600000004
2018-06-26,2.635993649999999,7.509634475000002,8.016757104166665,1008.6595294479171,0.6959555177083333,0.053758326041666644,0.04207051874999999,83.255485725,0.27176504791666656,-2.1655254552083334,23.65974948541668,0.3534870666666667,0.31648539479166665,1.5729166666666667,2.4791666666666665,2.7083333333333335,6.525327506249997,26.217790849999997,32.882436379166656,0.8046642999999992,15.509357500000014
2018-06-27,2.951251453125,10.09668779791666,9.221212348958325,1008.5749131145834,0.8203206208333328,0.05673050937499999,0.11186175416666656,73.02853269166665,0.2990668041666666,-1.6940179197916658,18.945044808421052,6.0460034020833335,2.2601191156250016,1.4479166666666667,2.1979166666666665,3.65625,5.683820089583334,15.384437703124997,66.45975505473682,5.413762099999989,16.115356400000035
2018-06-28,1.3655670720930226,8.128424541860465,6.397133964367814,1015.4206104895835,0.12847922325581396,0.11429904302325578,0.09328088604651158,90.27111610581387,0.11549210465116286,5.552144972093022,19.711005941176467,0.3643009162790696,0.3273303453488371,2.6041666666666665,3.3541666666666665,3.84375,7.6295186174418586,19.44629399302325,33.910382157647035,1.7137381000000003,15.320584300000005
2018-06-29,,,,1013.25,,,,,,,,,,9.0,9.0,9.0,,,,,
2018-06-30,,,,1013.25,,,,,,,,,,9.0,9.0,9.0,,,,,
2018-07-01,1.9165817854545453,9.37993955818181,5.571462895652173,1011.7622161249999,0.34525489636363643,0.02394601272727272,0.16506437272727273,146.29449369818178,0.1987127527272727,9.69596177272727,-0.30815992790697444,-0.13694938545454544,-0.13222027090909091,3.6375,4.1875,6.5875,6.280333749090908,14.42885251818182,137.66788270232556,7.625381500000001,11.346211400000008
2018-07-02,3.637867939024388,8.175611386585368,8.377290747619048,1014.9072672916667,1.1620028560975604,0.05292029756097558,40.458727575806435,311.9761482,0.36239247073170716,-16.997660593902438,83.95074877580646,0.017743980487804876,0.01590291463414633,2.2083333333333335,4.125,5.260416666666667,4.822398430487805,26.983241447560953,64.22571958870965,3.751596199999996,10.132087700000026
2018-07-03,2.3574786522727265,5.149311484090908,7.494895308888888,1019.2493909583336,0.5328107568181816,0.09158611136363635,0.026109339999999988,223.66056031363632,0.23397025454545456,13.395558259090903,27.150826150000004,0.13869804545454548,0.1321766659090909,5.354166666666667,5.625,6.052083333333333,5.250720545454546,10.739236806818173,29.493237865909055,1.6410950000000042,8.29615880000002
