fecha,u[m/s]         ,p_ref[hPa]     ,Ts[degC]       ,ea,Rnc,Rnl,Year,t
2018-06-03,1.6553410802083333,1032.1760635833327,8.792584210416669,,,,2018,154.0
2018-06-04,0.9182900166666665,1029.361414645833,8.05497390208333,,,,2018,155.0
2018-06-05,1.752290656790124,1018.8901119375,6.322639406172838,0.761790916978334,101.57740813559325,136646.00384252504,2018,156.0
2018-06-06,2.6025670593749997,1009.9857699374993,7.2688118062500005,0.8412460899495992,77.24170781249998,51823.30597406021,2018,157.0
2018-06-07,4.543631567708332,1009.9481780312499,8.030691185416666,0.8633105506414642,73.94740718750002,15863.438471514668,2018,158.0
2018-06-08,3.6576456374999986,1010.3618730937505,7.055737484374997,0.7549990585293868,60.65093489583333,37264.46011303755,2018,159.0
2018-06-09,1.5333753937499988,1011.3927263124998,6.97616530625,0.7885340921662016,66.87573520833335,44243.68784939638,2018,160.0
2018-06-10,1.3592187446808501,1007.0772648229166,11.82005934255319,1.266417556614558,24.333179062500008,17789.640093873273,2018,161.0
2018-06-11,4.192903341666666,1009.0413284270835,11.754897539583332,1.1508365037101134,15.675347187499995,7151.992043726938,2018,162.0
2018-06-12,5.988223001041664,1010.3031502187505,12.614105391666664,1.0673564468418324,10.208700104166669,2396.426925357384,2018,163.0
2018-06-13,4.191587733749999,1017.5713139062501,7.317962750000001,0.7865065661063255,61.107719750000015,13278.127222209354,2018,164.0
2018-06-14,2.1058048782051286,1024.2476495416663,5.65460677051282,0.7704705223609423,76.28803628205128,14456.725917577884,2018,165.0
2018-06-15,1.5707313362637365,1030.7250468124998,4.6807490846153845,0.703900876655258,86.42303153846154,21998.436038361935,2018,166.0
2018-06-16,2.9314643666666664,1029.1288541458327,4.066121268749998,0.6680176601541848,92.68242156249994,20841.738671242518,2018,167.0
2018-06-17,5.227995719791665,1023.4450957604167,7.321201681250002,0.7669691125136947,84.97736843749999,39142.338193595984,2018,168.0
2018-06-18,4.031577641666666,1021.035052041667,8.455387407291662,0.8484691019048554,88.18154697916667,86683.82152121903,2018,169.0
2018-06-19,3.470298232291667,1015.3044675833331,9.419335633333331,0.9335175444454209,76.21828958333337,95427.92224510178,2018,170.0
2018-06-20,1.6796005562499998,1014.9270948229167,8.737379830208331,1.0032528354508206,84.98750677083332,78735.77168289945,2018,171.0
2018-06-21,4.742212751041666,1011.0560163125,7.976562578125002,0.6915971454926079,83.9817744791667,43422.400058716485,2018,172.0
2018-06-22,4.095327272916667,1011.0398000312499,6.804675338541663,0.6658422266608293,80.02858645833332,71156.45103418427,2018,173.0
2018-06-23,4.4657673739583315,1012.0317708020829,5.3510142374999985,0.6721301310637097,75.84024364583333,20991.600719794867,2018,174.0
2018-06-24,3.492122091666664,1019.1791547395834,2.9334177020833336,0.4562302208356803,92.28851041666665,16133.664843656472,2018,175.0
2018-06-25,3.4973406979166666,1011.7468459166662,3.0001046666666658,0.5277200239771767,82.21903593749998,32645.70342943561,2018,176.0
2018-06-26,2.635993649999999,1008.6595294479171,7.509634475000002,0.7061450622990092,54.515919791666676,61302.233552151185,2018,177.0
2018-06-27,2.951251453125,1008.5749131145834,10.09668779791666,0.9031292248091499,60.468348645833316,76885.76949195126,2018,178.0
2018-06-28,1.3655670720930226,1015.4206104895835,8.128424541860465,0.7739072174895644,75.7325559375,92636.90954983015,2018,179.0
2018-06-29,,1013.25,,1.0790715988357842,31.733480625000002,7878.656899574034,2018,180.0
2018-06-30,,1013.25,,0.9713260008371485,54.92941781250002,8776.613468594942,2018,181.0
2018-07-01,1.9165817854545453,1011.7622161249999,9.37993955818181,1.067443100181551,24.570683958333333,6155.822477759421,2018,182.0
2018-07-02,3.637867939024388,1014.9072672916667,8.175611386585368,0.8757206869176106,54.745654526315775,10340.686746677235,2018,183.0
2018-07-03,2.3574786522727265,1019.2493909583336,5.149311484090908,0.5932416165414652,45.76074336842107,4553.514546081888,2018,184.0
2018-07-04,1.2208042204301075,1022.5088654374998,4.02598349032258,0.6395415560361329,48.53931614583331,4978.9200613742,2018,185.0
2018-07-05,0.73923095,1013.9859542812501,4.328775587499999,0.7524278725999669,38.39070010416666,6425.2313318131155,2018,186.0
2018-07-06,4.282507282857142,1018.1654008437495,9.06214754857143,0.8504446857235446,62.07344572916667,13308.788072877398,2018,187.0
2018-07-07,3.9578048028571424,1016.8078816770832,9.99023855142857,1.0653503333099545,13.44989479166667,2925.810448654954,2018,188.0
2018-07-08,2.4484254620689656,1018.7942352708332,7.7356675310344825,0.892778051708346,53.96336458333334,14146.653207165735,2018,189.0
2018-07-09,1.459840814285714,1022.2430890833335,4.990025669047617,0.7229778671231472,47.310444270833365,12093.279739262327,2018,190.0
2018-07-10,2.798905570212765,1022.2630157499995,6.048407210638295,0.7143639227079023,116.49180277777775,27372.975660868724,2018,191.0
2018-07-11,2.9004520157894724,1018.8230018854165,6.112732031578947,0.870566591127914,74.38107760416672,37588.94645825866,2018,192.0
2018-07-12,4.586807075,1013.1271470416667,9.6771600375,0.952213593858208,67.47782708333331,35298.73480088111,2018,193.0
2018-07-13,2.1145167256410247,1012.51455821875,10.210859042307689,0.9933132420484538,50.05403447916666,50872.02853117793,2018,194.0
2018-07-14,1.6751256428571428,1012.5500399479166,8.80145645,1.07080699730621,32.069296875000006,21673.161224187712,2018,195.0
2018-07-15,2.2250438599999987,1014.7218894895835,9.051848008,0.812225542708524,42.343857111111106,8936.119735108417,2018,196.0
2018-07-16,1.4628081449999997,1016.9413108958332,3.7283825949999994,0.6577743975298055,74.04127500000003,10856.194994310157,2018,197.0
2018-07-17,3.208472284848482,1022.6358286770828,8.009754940909087,0.9009177997159387,85.29861083333336,23490.320193669682,2018,198.0
2018-07-18,5.765081088888887,1016.6832669375,11.35412463518519,1.1470415097365028,15.531276979166671,4226.677295256741,2018,199.0
2018-07-19,,1013.25,,1.261369531141829,19.465862926829267,9172.56831459074,2018,200.0
2018-07-20,6.607809749999998,1010.7420832270835,8.18715866875,0.9703624534937048,66.78328708333328,22293.616554007695,2018,201.0
2018-07-21,4.281486318644066,1012.0502834635419,8.220765977966101,0.8082062838654577,139.79081074626862,40143.261673044224,2018,202.0
2018-07-22,2.647635875510203,1014.5035718645831,4.721685261224489,0.7696444644885857,55.88534875,12648.011174114385,2018,203.0
2018-07-23,1.0221468,1014.4868977812501,1.6071005250000001,0.6218711236501903,102.50970697916664,25073.457220563516,2018,204.0
2018-07-24,1.4325951,1013.4587910937499,0.9775068,0.5257531082751156,110.57795947916662,22270.37973763938,2018,205.0
2018-07-25,1.8668138421874998,1026.742084541667,6.688050973437499,0.7949085975552781,94.71652093750004,33402.839260020395,2018,206.0
2018-07-26,4.103703172916666,1027.619171197916,10.71255095520833,1.0696732356324252,78.46518968750001,48993.861710278834,2018,207.0
2018-07-27,3.876560292708333,1022.6789983854165,11.319446097916662,1.1197130371927955,92.74524072916667,73403.73511430669,2018,208.0
2018-07-28,3.273381585416665,1013.697289875,10.880937812499996,1.1997914101576972,29.729443333333325,12018.741295009366,2018,209.0
2018-07-29,3.4378636791666666,1007.2868951770835,10.22000795833333,1.1012684292518695,42.39659302083333,16055.76783372357,2018,210.0
2018-07-30,2.7890062093749983,1015.6475760208333,6.6210798281250005,0.7708921641185711,82.29196135416667,43031.241413591466,2018,211.0
2018-07-31,1.9624776031249989,1024.816015270833,4.764125376041665,0.6208864675997431,87.95055499999997,23377.748587254737,2018,212.0
2018-08-01,2.4862066145833324,1024.41776346875,4.073763110416665,0.6337159618902225,101.89750885416667,24419.936697704255,2018,213.0
2018-08-02,1.8718643260416652,1024.7010911770838,5.595186553124999,0.7474957401649477,107.17581874999996,54712.238879252895,2018,214.0
2018-08-03,1.6005777302083322,1022.0781300833332,7.301035313541671,0.935059436514983,83.82708468749999,41052.825537577366,2018,215.0
2018-08-04,1.4421502124999994,1018.3683059062504,8.811009284374997,1.020568731384582,92.5296327083333,93913.05182100274,2018,216.0
2018-08-05,2.621432111458334,1015.361503,8.66784482708333,0.8842717292367109,75.71966645833332,100591.40838353786,2018,217.0
2018-08-06,2.715148013541666,1015.963881875,11.462556072916662,1.016411391289054,108.34973989583335,255961.24001149993,2018,218.0
2018-08-07,2.9234411625,1013.1571757395833,11.742616267708323,1.1325104462559377,82.38384000000002,116388.57191820377,2018,219.0
2018-08-08,5.9439337864583335,1015.4642372916664,10.156665143750002,1.0525127343308924,8.021242395833335,1080.2397087846955,2018,220.0
2018-08-09,6.39714710625,1023.771115645833,8.201443685416669,0.7632065026310954,62.625487604166665,13423.147871177489,2018,221.0
2018-08-10,4.437289757291667,1021.8605054583335,9.797008835416664,1.071356530464278,57.09591708333332,22401.207621304446,2018,222.0
2018-08-11,1.961332521875,1022.33916734375,10.743543779166659,1.1890178586354154,45.487356979166655,17264.42814084749,2018,223.0
2018-08-12,2.637766139583333,1020.9332491770837,12.148673922916663,1.2372893557944582,59.95936260416667,63273.758664520545,2018,224.0
2018-08-13,1.7865504749999987,1016.08056778125,11.855117416666658,1.2413615034335472,35.37027083333333,28367.86400845629,2018,225.0
2018-08-14,4.677935195833331,1016.728389177083,10.835179658333333,1.0689923581369294,109.70638364583338,71694.67534513975,2018,226.0
2018-08-15,1.559921136458333,1025.4068184479163,7.92200230833333,0.8351255286520928,131.47660968750003,90989.37067236529,2018,227.0
2018-08-16,4.019380478124998,1024.2011967812496,10.030511141666665,1.0369710350680135,119.3680629166666,159968.91586595777,2018,228.0
2018-08-17,3.5642475124999984,1019.9854571666664,12.508714510416672,1.230740059235778,120.40443479166669,238276.68180128385,2018,229.0
2018-08-18,2.853958899999999,1016.8054301562503,10.716180510416661,1.1530232061114116,14.018996979166673,6900.453770022371,2018,230.0
2018-08-19,3.8628471718749986,1027.8973694479162,6.592471476041664,0.7499247218180107,124.26158937499997,24265.910446907044,2018,231.0
2018-08-20,4.457876969791667,1030.0744133125002,7.0579451583333315,0.6935678666503448,131.53505749999994,29404.409894515702,2018,232.0
2018-08-21,2.214716959374999,1027.0942052812504,4.762379405208332,0.6374965492338087,141.67405656250003,56449.64403399501,2018,233.0
2018-08-22,4.304184326041665,1021.3204619999997,7.860083055208334,0.818644500051921,135.2231970833333,89750.78672862939,2018,234.0
2018-08-23,3.3008677322916675,1014.5476138124999,9.856166718749996,0.9815916080617261,84.01195249999999,68400.56765497742,2018,235.0
2018-08-24,5.206472935416665,1016.296861677083,9.043872283333327,0.935002624465287,76.66469708333331,31249.991217358576,2018,236.0
2018-08-25,4.706400617708334,1020.7624600937497,7.4396965166666655,0.673145618978941,137.250526875,50214.36584469987,2018,237.0
2018-08-26,4.090517841666665,1015.9612650520834,9.443308947916666,0.7912951070659071,141.4239509375,323993.23331414163,2018,238.0
2018-08-27,4.574257894791664,1013.5484880208337,12.863481359375,0.9706104504468122,133.07277156249998,429104.5601632604,2018,239.0
2018-08-28,3.1796154885416676,1014.1371168020834,13.623106566666658,1.0428876121925919,143.28115083333336,592345.6438359229,2018,240.0
2018-08-29,2.8157745645833323,1012.2458649583338,12.41540781666666,1.0637020632995715,138.25939531249995,752027.9627524446,2018,241.0
2018-08-30,6.134527093749997,1019.2685108645829,8.753448708333329,0.7908799090261884,129.18035739583334,40429.980600669114,2018,242.0
2018-08-31,4.6660586708333325,1026.7935842291656,6.817209788541665,0.6155341481630455,110.10298979166667,19481.378207760314,2018,243.0
2018-09-01,2.9709277531250002,1029.099347479166,7.406938215624998,0.7745944019917664,149.00590833333334,36118.44070897086,2018,244.0
2018-09-02,1.9857059968749997,1025.3924459687498,8.026292453125,0.8745653571545765,144.86756739583333,137849.78400394256,2018,245.0
2018-09-03,1.682320404166667,1023.2308871145827,10.568448677083328,0.9930512793775775,155.0818339583333,324842.98614525964,2018,246.0
2018-09-04,3.304576828124999,1018.1461843229163,12.552239009375,1.0844998128153405,159.98578750000007,456013.2298433361,2018,247.0
2018-09-05,3.9774804593749984,1014.8876883749999,14.239226138541666,1.1648155379684597,149.76400541666663,585780.6388544097,2018,248.0
2018-09-06,2.65400920625,1014.4015496770836,12.32806827708333,0.9958757204679588,153.81437385416666,599786.1433595798,2018,249.0
2018-09-07,2.204711011458333,1020.3584563854164,9.331350713541662,0.8069287055388191,168.231525,571885.8489186455,2018,250.0
2018-09-08,2.343278575,1026.5910479166666,8.500057747916662,0.885414088874651,163.51841114583326,71604.19413723909,2018,251.0
2018-09-09,2.472233789583334,1029.0393270416662,8.860126635416668,0.9465381207240212,67.38045416666667,24542.322287122148,2018,252.0
2018-09-10,2.0132884031249985,1029.0220553749998,10.174086349999996,1.0770492967154262,106.68207229166667,79254.22365125328,2018,253.0
2018-09-11,3.2389730083333332,1023.8084742916664,11.571691397916661,1.1278279908550142,133.53386520833337,249578.6732710967,2018,254.0
2018-09-12,2.936016364583333,1020.5055751979168,12.905028638541665,1.2365996370731722,30.461544895833324,33720.99994313845,2018,255.0
2018-09-13,1.740215091666667,1020.1010971666664,11.127531936458324,1.1501168440491993,144.04288135416667,133035.9979420118,2018,256.0
2018-09-14,1.9114454937499994,1018.6591116979171,11.50315274791666,1.0645839934294068,177.25254020833336,411743.34424238926,2018,257.0
2018-09-15,2.1999104510416667,1016.643796364584,14.638064513541659,1.4409447736481757,96.81246895833338,364935.86941973265,2018,258.0
2018-09-16,3.888363887499999,1016.1172314166664,15.119390334374986,1.5126068121880911,49.78456656250001,103146.49043777864,2018,259.0
2018-09-17,1.812587348958333,1013.4690787291669,15.962035831249993,1.5782295845814946,91.05468968749999,341170.7176033727,2018,260.0
2018-09-18,2.8709966197916654,1008.2624791666667,15.029389955208329,1.5303273592475557,59.88227437500001,165225.5740665253,2018,261.0
2018-09-19,3.051097158333334,1006.5554422291665,12.61031176979166,1.1563331533086836,162.55843770833334,336707.75742454507,2018,262.0
2018-09-20,2.7246443479166644,1013.3508505208332,12.69161170208333,0.9442194730297592,28.20866927083333,92830.54863611289,2018,263.0
2018-09-21,3.222914010416666,1009.0518538333332,14.965572395833336,1.110052638551735,23.489491666666662,127993.46625333322,2018,264.0
2018-09-22,2.0581623864583323,1005.0977065239584,12.443492540624995,1.2922383781992008,25.46522343749999,47985.235460459524,2018,265.0
2018-09-23,1.2970310312499997,1009.8541788020833,11.641702935416665,1.154111796614866,119.95149031250004,172899.92713704112,2018,266.0
2018-09-24,2.0044070291666656,1017.5030460625,11.177170026041665,0.9162681711804144,182.26652354166671,389224.2934799623,2018,267.0
2018-09-25,2.1755163416666656,1017.6455720729165,13.379495686458332,1.1163798368338298,155.90801989583335,623027.9498476957,2018,268.0
2018-09-26,3.765932920833333,1017.9123541770833,11.978212013541665,1.158158059771452,162.0167828125,237998.66250868668,2018,269.0
2018-09-27,4.454131691666664,1021.4296112812494,10.842972058333338,1.0186653448229748,120.90899333333333,123535.90644082177,2018,270.0
2018-09-28,5.200363411458333,1015.5543804687501,13.894005018749985,1.351031614848657,54.7737013541667,92587.1548324678,2018,271.0
2018-09-29,3.971816628124996,1003.8694598458334,15.31325038854166,1.5371644894907517,57.04866635416669,162334.17443826408,2018,272.0
2018-09-30,2.7294603614583317,1009.2062480104169,12.500387729166663,1.1266514418970555,140.52707739583326,586610.2246561742,2018,273.0
2018-10-01,2.912679241666666,1015.2000898333326,9.493739408333328,0.8009120672724831,166.8267001041667,183890.89779195827,2018,274.0
2018-10-02,3.8098176510416644,1015.1472123437505,9.547374132291663,0.7589412615386779,207.8648607291666,590554.0590205066,2018,275.0
2018-10-03,2.685280130208333,1016.5445684583328,10.56968679270833,0.8238606960086767,198.37315895833345,591872.2248345368,2018,276.0
2018-10-04,3.3961696218750004,1021.1694336770835,10.143476737499999,0.8072793786696294,210.71524031250001,725260.0788158709,2018,277.0
2018-10-05,2.5909063468750007,1024.6034718124995,7.878228648958334,0.7960632759143018,219.7139576041667,113403.26860325632,2018,278.0
2018-10-06,3.7017321822916665,1017.7339898125001,11.97830524791666,1.0257009416035368,222.35276364583333,777849.132497311,2018,279.0
2018-10-07,4.522828970833332,1010.980771458333,16.83098952083333,1.3527376989703708,216.35402250000004,1822191.0410547024,2018,280.0
2018-10-08,2.7486036833333327,1006.5790157708329,16.879472162500004,1.6066752443959864,139.2945961458333,1192574.620868876,2018,281.0
2018-10-09,3.1624593281249993,1010.9766916249997,13.349050412499984,0.9342551580696706,225.1290948958335,899354.9251250545,2018,282.0
2018-10-10,3.696422882291667,1021.455717125,9.048022592708332,0.7349232117444325,215.18220281250004,297000.619139289,2018,283.0
2018-10-11,2.4545908260416667,1025.5980594374987,7.968980353124998,0.7808150202374669,190.19510124999996,146520.71961336792,2018,284.0
2018-10-12,2.254944940625,1019.9060160520836,10.585178335416662,0.9664233498714335,126.31098447916666,143923.6853106249,2018,285.0
2018-10-13,2.7497585906249995,1017.1357371458331,13.251511339583322,1.1508152522628199,235.30288833333336,938620.0708310861,2018,286.0
2018-10-14,4.648890562500001,1011.4563827916669,16.37966551666666,1.1289883505395015,231.0211188541667,2868663.140858267,2018,287.0
2018-10-15,2.947699776041665,1007.147947979167,18.457887873958338,1.3705629281666647,235.47884937500007,4004578.542128527,2018,288.0
2018-10-16,2.6886458749999993,1007.5589821875,19.06819451979166,1.5358951987089353,230.48693937500002,3005912.017649308,2018,289.0
2018-10-17,2.040431902083333,1009.9316940416664,14.636516222916661,1.539063536270162,76.39579062499999,362702.94759324385,2018,290.0
2018-10-18,4.722267824999997,1019.833076510417,12.274689318749994,1.267792330353523,161.48271562500005,300346.0869598517,2018,291.0
2018-10-19,4.343224203124997,1028.0011151458332,10.684640199999999,1.0050486875017852,239.63785197916675,280356.00577014446,2018,292.0
2018-10-20,2.769678258333333,1025.1487153541664,10.365001354166669,0.9585782686083676,197.44242145833334,252653.0782367416,2018,293.0
2018-10-21,3.200049832291666,1017.3478362187501,14.396754789583326,1.2470844908610372,127.60885156249991,574412.1461317994,2018,294.0
2018-10-22,3.930207898958333,1016.0107149062497,14.103559327083325,1.1480142628954695,242.0479359375,1360510.3337460877,2018,295.0
2018-10-23,3.600836716666667,1025.647837364583,9.196139248958332,0.8071825563069536,147.62314072916664,113765.13907978132,2018,296.0
2018-10-24,2.6229261218749986,1023.8299523125,10.377430647916665,1.0036183145548347,91.2104542708333,95552.61524650066,2018,297.0
2018-10-25,2.304924523958334,1020.6254413020832,12.456251408333324,1.248416314494724,182.8766202083333,442442.74530937563,2018,298.0
2018-10-26,2.2120850458333337,1019.7348957499995,12.730956918749998,1.285814784663078,205.44951510416675,524521.0036415156,2018,299.0
2018-10-27,2.4382171197916667,1017.2979425416669,13.747264526041663,1.2360687570394775,247.47180791666676,1100255.9486799093,2018,300.0
2018-10-28,2.795680612499998,1015.8546391145833,16.559856117708332,1.4297726052673694,153.75348770833335,1377141.602061808,2018,301.0
2018-10-29,3.9952924614583307,1011.2436593958332,19.449820891666658,1.611101063189344,151.25325760416652,2142546.014967538,2018,302.0
2018-10-30,2.7827127583333326,1009.5355231145836,17.367365204166656,1.7154871333129649,55.872691875000044,380090.47744189383,2018,303.0
2018-10-31,5.828746496874996,1015.1729055937502,12.634699428124998,1.1679420195871744,157.38977260416672,372467.08765503694,2018,304.0
2018-11-01,3.5572873729166656,1020.0799300312498,8.432532427083329,0.6946613010741404,253.4626325,186047.5968810876,2018,305.0
2018-11-02,2.4053059812499993,1013.5069326354163,9.160346048958333,0.9649968764035632,40.3146975,28285.73635381278,2018,306.0
2018-11-03,2.2794244864583333,1011.75346628125,12.697233121874989,1.2731797677497896,220.82723322916672,885476.3869180577,2018,307.0
2018-11-04,3.1135327979166667,1013.2354190312499,18.42667995937499,1.5992564556058397,239.13839468750004,4118938.805978308,2018,308.0
2018-11-05,3.300093868749999,1014.8609568645834,16.808854908333323,1.4669027363811782,175.07202052083338,2267587.005682059,2018,309.0
2018-11-06,3.3278054270833315,1022.5614376041668,13.320119065624993,1.018440618718621,284.2533925,2389798.754334177,2018,310.0
2018-11-07,3.055921291666665,1026.7545973958333,12.015017648958327,1.0267757181824104,287.9097695833333,1227452.2584930288,2018,311.0
2018-11-08,5.574817959375,1016.2625630937496,18.74547680625,1.4938379561672013,276.02737020833337,5082717.206401938,2018,312.0
2018-11-09,3.6177897833333326,1008.5683530833334,22.939660382291667,1.9639878849253245,236.44429302083336,9781433.085194241,2018,313.0
2018-11-10,2.9851378385416667,1008.2362449270832,18.544865835416662,1.828650001399188,79.11478895833334,988809.5613048178,2018,314.0
2018-11-11,5.9924317895833354,1013.0707690208332,15.90439493958332,1.6164747743585546,59.58354645833334,351583.6923590266,2018,315.0
2018-11-12,4.1950227447916655,1010.6141714166669,18.26242252395832,1.9319455580379188,34.95804010416668,281191.73823144584,2018,316.0
2018-11-13,2.63632078875,1004.8054771541664,18.086893813749985,1.8533970764281555,60.68445075000001,558246.624071078,2018,317.0
2018-11-14,4.9093275561797745,999.5984573458339,16.1606685494382,1.4529447984771648,186.53184375000004,1298256.831127067,2018,318.0
2018-11-15,4.963554353125001,1007.52818428125,14.20978245624999,1.043154692584226,252.63074375000005,2362180.0965618547,2018,319.0
2018-11-16,3.1227598927083338,1018.8526720312499,11.578291948958325,0.7818313068763234,288.5477947916667,1983573.9913941135,2018,320.0
2018-11-17,4.4472142958333345,1007.8071048125001,14.666625298958337,1.3802659284964731,105.01547145833331,907168.8387598254,2018,321.0
2018-11-18,3.694865716666666,1011.6391500312501,13.749468003124997,1.049009652275329,282.22859729166674,1764854.7668753157,2018,322.0
2018-11-19,3.035464986458333,1011.8097471458336,18.58771848229166,1.2887254903133536,284.94400229166666,7551679.470492824,2018,323.0
2018-11-20,5.1222082416666685,1009.6783765312504,22.38532738854167,1.6475427122514725,278.9623455208332,9933879.830197351,2018,324.0
2018-11-21,4.771624388541664,1006.64401121875,24.607151253125,1.917368876368428,273.7341578125,13576238.512788465,2018,325.0
2018-11-22,5.207629540624997,1011.82701365625,15.688364265624996,1.434869830258715,98.93157312499996,1502282.2651668934,2018,326.0
2018-11-23,5.5101480625,1019.3795446041663,13.234427208333322,1.1576011357761717,289.58950854166665,1377171.0073149195,2018,327.0
2018-11-24,3.7597644999999997,1016.7092247604173,13.641640028124991,1.1201741357223525,300.2933346874999,1606610.7243287822,2018,328.0
2018-11-25,2.3143924281249997,1014.4997768541666,15.176806279166664,1.2221535885157448,269.354806875,6254550.590956635,2018,329.0
