fecha,u[m/s]         ,p_ref[hPa]     ,Ts[degC]       ,ea,Rnc,Rnl,Year,t
2018-11-26,1.648643418749999,1017.7622058124995,18.893077104166665,1.4494887399147147,279.8758703125,10480673.817737179,2018,330.0
2018-11-27,2.498959939583333,1019.7612808020835,19.521988960416664,1.5029709744094635,227.5720803125001,6002717.886339567,2018,331.0
2018-11-28,3.6297036625000003,1019.3861859895834,17.45986635520833,1.6473071217989113,258.6750753124999,3152629.533289833,2018,332.0
2018-11-29,3.3659975343749995,1016.3918457708327,16.96352089062499,1.564674446120824,244.9300379166668,2689296.3128809114,2018,333.0
2018-11-30,3.606566098958332,1010.7029070000002,18.540639050000006,1.6809470048100301,237.2714655208332,4233898.967688414,2018,334.0
2018-12-01,7.111361031249998,1017.7032527864586,13.093605042708331,1.0066231925153513,206.181408125,927784.0501924618,2018,335.0
2018-12-02,3.0668230531249994,1019.0163230968748,11.052632360416666,0.8446616637735209,212.97217447916663,787999.4055790665,2018,336.0
2018-12-03,4.124720887499999,1009.6110172229169,12.854670273958329,1.0537009520695362,117.72815541666664,622129.8008771677,2018,337.0
2018-12-04,4.504334883333332,1008.6005096447916,15.025024779166662,1.3297960160507911,297.7218956249999,2474047.2102710153,2018,338.0
2018-12-05,4.287429348958335,1016.6068471291665,14.412858207291658,1.3026173364944016,251.07904135416666,2134357.9891758286,2018,339.0
2018-12-06,4.899194553125,1024.7646827677079,11.214424666666659,0.818325675557002,257.52307510416665,873804.1870715725,2018,340.0
2018-12-07,1.7411419354166664,1022.9441013333322,13.111466315625,0.8814647424430158,6.945632604166668,108538.2468890735,2018,341.0
2018-12-08,4.391598206249999,1014.4247137697915,18.957367013541667,1.1770710778865798,0.014790416666666665,-50940.69856320659,2018,342.0
2018-12-09,3.489238022916668,1009.694658915625,19.43211007812499,1.5020762462071662,8.152567500000005,352396.73949960765,2018,343.0
2018-12-10,3.4672155229166655,1011.1034196187502,20.372351501041663,1.4739602038279613,39.47594291666667,2282044.521675818,2018,344.0
2018-12-11,1.9981732291666667,1009.7676563260412,20.815423037499993,1.8648932802176292,0.014750312499999996,-55769.989235210465,2018,345.0
2018-12-12,2.2987097839999997,1013.1559747052078,15.986424941333329,1.1794764612740674,0.015496250000000005,-22908.85150705016,2018,346.0
2018-12-13,3.3456154123595496,1012.8396879833339,16.741906178651686,1.375341733846258,0.016747500000000002,-23678.93130871626,2018,347.0
2018-12-14,3.423132436666666,1005.7133401166666,18.092043672222214,1.6494039059700523,0.014638020833333336,-39462.16507339343,2018,348.0
2018-12-15,3.963775423333333,1012.5745919520832,19.20053801888889,1.175190496968684,0.011493854166666671,-56907.07395004118,2018,349.0
2018-12-16,5.23630918478261,1008.9338944718749,23.88156806521738,1.4507432221742143,0.011309375000000003,-101505.80199187047,2018,350.0
2018-12-17,5.6485409666666655,1014.1496213260415,15.801565284946234,1.3170809882966261,0.0113575,-24332.7708263988,2018,351.0
2018-12-18,3.313102901075269,1020.4329630531248,15.129670927956983,1.1467566997632301,0.015127291666666666,-13254.855077324371,2018,352.0
2018-12-19,3.211067979166667,1012.9801038145833,17.957660014583343,1.557508166750439,0.012303958333333342,-24989.298093272242,2018,353.0
2018-12-20,3.3188491239583335,1008.2161216760413,19.91165715624999,2.027659951927663,0.007716041666666667,-36796.906382868045,2018,354.0
2018-12-21,3.037782996153846,1007.2018902192306,18.30607831923076,1.9403302003675533,0.0002665384615384615,-18708.100283962835,2018,355.0
